frame,score
95,0.9763058423995972
96,0.9766000509262085
97,0.9765552282333374
98,0.9755719900131226
99,0.9737988710403442
100,0.9709911346435547
101,0.9669919013977051
102,0.9614102244377136
103,0.9548824429512024
104,0.9477340579032898
105,0.9439219236373901
106,0.939224898815155
107,0.9337365031242371
108,0.9334779381752014
109,0.9346134662628174
110,0.9392751455307007
111,0.9447691440582275
112,0.9510323405265808
113,0.9569974541664124
114,0.9634234309196472
115,0.967183530330658
116,0.9721150398254395
117,0.9779143333435059
118,0.980121374130249
119,0.9821565747261047
120,0.9559746384620667
121,0.9533991813659668
122,0.9515231847763062
123,0.9481808543205261
124,0.9436092972755432
125,0.9371105432510376
126,0.929338276386261
127,0.9212526679039001
128,0.9140441417694092
129,0.9064414501190186
130,0.9277495741844177
131,0.9261807203292847
132,0.9231501817703247
133,0.9258497357368469
134,0.9296036958694458
135,0.9357439279556274
136,0.9422137141227722
137,0.9493539333343506
138,0.9566614627838135
139,0.9642143845558167
140,0.9682962894439697
141,0.9713212847709656
142,0.9751616716384888
143,0.9755932092666626
144,0.9768492579460144
145,0.9772039651870728
146,0.9786708354949951
147,0.980089008808136
148,0.9793699383735657
149,0.9784109592437744
150,0.9787151217460632
151,0.9789196848869324
152,0.9783215522766113
153,0.9761660695075989
154,0.9718770980834961
155,0.9646672010421753
156,0.953896164894104
157,0.9497342705726624
158,0.9462310075759888
159,0.9417127966880798
160,0.940689742565155
161,0.9397054314613342
162,0.9393996000289917
163,0.9376693367958069
164,0.9405108094215393
165,0.9470823407173157
166,0.9575364589691162
167,0.961768388748169
168,0.9659846425056458
169,0.9719489216804504
170,0.9723297953605652
171,0.9733409881591797
172,0.9747464656829834
173,0.9795821309089661
174,0.981655478477478
175,0.9830917716026306
176,0.9843483567237854
177,0.9853799939155579
178,0.9867460131645203
179,0.9875462651252747
180,0.9891188144683838
181,0.9900333881378174
182,0.9897752404212952
183,0.9885021448135376
184,0.9861567616462708
185,0.9858123064041138
186,0.9853754639625549
187,0.9846044778823853
188,0.9834083318710327
189,0.9833919405937195
190,0.9835684895515442
191,0.9840160012245178
192,0.9853147864341736
193,0.9874204993247986
194,0.990379810333252
195,0.9907549619674683
196,0.9910846948623657
197,0.991521418094635
198,0.9926542043685913
199,0.992697536945343
200,0.9927089214324951
201,0.9929037094116211
202,0.9930849671363831
203,0.9921772480010986
204,0.991186261177063
205,0.9895704984664917
206,0.9876641035079956
207,0.9860039949417114
208,0.984106183052063
209,0.9819115400314331
210,0.979261040687561
211,0.9762696623802185
212,0.9729421138763428
213,0.9702481627464294
214,0.9674031138420105
215,0.9242796301841736
216,0.9208669662475586
217,0.9199219942092896
218,0.9202609658241272
219,0.9207378029823303
220,0.921515703201294
221,0.9226231575012207
222,0.9236927032470703
223,0.9249188303947449
224,0.9261067509651184
225,0.9667943120002747
226,0.9684337973594666
227,0.9667683243751526
228,0.9643784761428833
229,0.9616448283195496
230,0.9591920971870422
231,0.957843005657196
232,0.9576267004013062
233,0.957271933555603
234,0.956439733505249
235,0.9566577076911926
236,0.9554888010025024
237,0.9546317458152771
238,0.9526501297950745
239,0.9505911469459534
240,0.9480466842651367
241,0.9432251453399658
242,0.9350969195365906
243,0.9266553521156311
244,0.911129355430603
245,0.8880353569984436
246,0.8558990359306335
247,0.8248168230056763
248,0.7958241105079651
249,0.7692124247550964
250,0.7513507604598999
251,0.7381812930107117
252,0.7286213040351868
253,0.7223477363586426
254,0.7233732342720032
255,0.7285540103912354
256,0.7326799035072327
257,0.745898962020874
258,0.7681695818901062
259,0.7993267774581909
260,0.8223527073860168
261,0.8421399593353271
262,0.8610056638717651
263,0.8775147795677185
264,0.8948341012001038
265,0.9162024259567261
266,0.948104202747345
267,0.9695615172386169
268,0.9797597527503967
269,0.9789056777954102
270,0.9793440103530884
271,0.9792694449424744
272,0.9798089861869812
273,0.9801062345504761
274,0.9805945754051208
275,0.9809742569923401
276,0.9817134737968445
277,0.9831568598747253
278,0.9851711988449097
279,0.987399160861969
280,0.988164484500885
281,0.9884893894195557
282,0.9861609935760498
283,0.9808322191238403
284,0.969378650188446
285,0.9594147801399231
286,0.9521439075469971
287,0.9473774433135986
288,0.9437158107757568
289,0.9392144680023193
290,0.934807538986206
291,0.9310990571975708
292,0.928777813911438
293,0.9296156764030457
294,0.9365821480751038
295,0.9435642957687378
296,0.949591875076294
297,0.9531109929084778
298,0.9552863836288452
299,0.9576642513275146
300,0.9597054123878479
301,0.9613576531410217
302,0.9587813019752502
303,0.9550426006317139
304,0.9515905976295471
305,0.9468891620635986
306,0.9427734017372131
307,0.9406557083129883
308,0.9396963715553284
309,0.940396249294281
310,0.9413309097290039
311,0.9430180191993713
312,0.9495309591293335
313,0.9570549130439758
314,0.9649692177772522
315,0.9725337624549866
316,0.9777927398681641
317,0.980846107006073
318,0.9829655885696411
319,0.9840365052223206
320,0.9851269125938416
321,0.9856981635093689
322,0.9858130812644958
323,0.9853579998016357
324,0.9835879802703857
325,0.9804548621177673
326,0.976203978061676
327,0.9717240333557129
328,0.9675468802452087
329,0.9627001285552979
330,0.9592874050140381
331,0.9570180773735046
332,0.95592200756073
333,0.9552072286605835
334,0.9549386501312256
335,0.9563559889793396
336,0.9589728116989136
337,0.9616025686264038
338,0.9630717635154724
339,0.9650611281394958
340,0.9661823511123657
341,0.9664382338523865
342,0.9669246077537537
343,0.9681960940361023
344,0.9686313271522522
345,0.9704747796058655
346,0.9715372920036316
347,0.9723974466323853
348,0.9746000170707703
349,0.9774903059005737
350,0.9798478484153748
351,0.9817559123039246
352,0.9817942976951599
353,0.9790316820144653
354,0.9774360656738281
355,0.9754027128219604
356,0.97425776720047
357,0.9727597832679749
358,0.966549813747406
359,0.9568422436714172
360,0.9445808529853821
361,0.9298906326293945
362,0.9143549799919128
363,0.9148327708244324
364,0.9141469597816467
365,0.9126803278923035
366,0.911077082157135
367,0.9124923944473267
368,0.9175294637680054
369,0.9258406162261963
370,0.9359022378921509
371,0.9483038187026978
372,0.9619447588920593
373,0.9608386754989624
374,0.9606325030326843
375,0.9606444239616394
376,0.9592992067337036
377,0.9541921615600586
378,0.9497649073600769
379,0.9451151490211487
380,0.9426641464233398
381,0.9405311942100525
382,0.9393463730812073
383,0.9390988945960999
384,0.9389810562133789
385,0.9396716952323914
386,0.9414481520652771
387,0.9444595575332642
388,0.9477797746658325
389,0.9501094222068787
390,0.9494995474815369
391,0.948193371295929
392,0.9485868215560913
393,0.9479697346687317
394,0.9471587538719177
395,0.9442330002784729
396,0.9401172995567322
397,0.9359498023986816
398,0.9310217499732971
399,0.9280082583427429
400,0.9265965819358826
401,0.9274271130561829
402,0.9279069304466248
403,0.9298093318939209
404,0.9317654967308044
405,0.9368363618850708
406,0.9428704977035522
407,0.9490024447441101
408,0.9550497531890869
409,0.960665762424469
410,0.9658762812614441
411,0.9700332880020142
412,0.9727516174316406
413,0.975031316280365
414,0.9773548245429993
415,0.9773216843605042
416,0.9774408936500549
417,0.9776566028594971
418,0.9786834716796875
419,0.9784029126167297
420,0.9780001640319824
421,0.9770536422729492
422,0.9752971529960632
423,0.9739058613777161
424,0.9718980193138123
425,0.9698554277420044
426,0.9668340086936951
427,0.96450275182724
428,0.9640538096427917
429,0.9616936445236206
430,0.9620104432106018
431,0.9629539251327515
432,0.9609817266464233
433,0.9567874073982239
434,0.9518948197364807
435,0.9382050633430481
436,0.9357876777648926
437,0.9370777010917664
438,0.9309815764427185
439,0.9298192858695984
440,0.9280170798301697
441,0.9266656041145325
442,0.9278227686882019
443,0.9310868978500366
444,0.9359661340713501
445,0.9499445557594299
446,0.955079197883606
447,0.9554477334022522
448,0.96039217710495
449,0.9637738466262817
450,0.9655581712722778
451,0.9664027690887451
452,0.9686381816864014
453,0.9693785309791565
454,0.9670371413230896
455,0.9652001857757568
456,0.9617634415626526
457,0.9584007859230042
458,0.9549993276596069
459,0.9505510926246643
460,0.9471498131752014
461,0.9446477293968201
462,0.9421902894973755
463,0.9411981701850891
464,0.9427018165588379
465,0.9429081082344055
466,0.9432210922241211
467,0.9435535073280334
468,0.9441994428634644
469,0.9450585246086121
470,0.9446354508399963
471,0.9432408213615417
472,0.9411976337432861
473,0.938740611076355
474,0.9363847970962524
475,0.9345120191574097
476,0.9330236911773682
477,0.9320314526557922
478,0.9313927888870239
